index,complaint,transaction_type,account_type_source,account_type_target,merchant,channel,direction
162,"It was difficult to make the payments they requested and my credit was affected. They also would not lower my interest rate. Also, I receive state health insurance for my children, a form of XXXX, but they would n't accept it for proof of XXXX.",payment,credit_card,none,unknown,unknown,outgoing
166,"At XXXX on XX/XX/2021 Somehow an individual was able to hack into my Cashapp account which was linked to my XXXX banking account and fraudulently transfer {$450.00} to themselves, also diable my phone notification so that I was unaware.",transfer,cash,cash,Cashapp,CashApp,outgoing
167,It is completely unjustified that I have consistently made timely payments for this account and have never been overdue. I kindly ask that you rectify my account to accurately reflect this.,payment,credit_card,none,unknown,online,outgoing
165,I have debts and credit cards and a light bill from XXXX XXXX a credit card from XXXX and a card from XXXX that arent mine on my report XXXX Account number XXXX XXXX XXXXXXXX XXXX  Account XXXX XXXX XXXX Account XXXX XXXX XXXX Account number XXXX,unknown,credit_card,unknown,XXXX,unknown,unknown
164,I am intrested in disputing all incorrect information on my credit report with Equifax. checking my credit profile ive noticed a lot of invalid data that is hindering my file. please update all information listed.,other,checking,none,Equifax,online,unknown
163,amount {$530.00} opened on XX/XX/year>,unknown,unknown,none,unknown,unknown,unknown
168,"Credited a disputed unauthorized transaction but did not reverse two late fee 's and interest. 

Also reported this account late to the credit bureaus on my account and my authorized users account.",credit,unknown,unknown,unknown,unknown,incoming
170,The account on kikoff was not opened by me my information was compromised,unknown,unknown,none,kikoff,unknown,unknown
169,"I got denied a checking account because of my chex systems credit score... etc. 

XXXX XXXX XXXX denied my application for a checking account Because of my chex systems credit score.",other,checking,none,XXXX XXXX XXXX,online,unknown
172,Cant login,unknown,unknown,none,unknown,unknown,unknown
171,I am complaining about Zelle. How before Zelle transfers were done without confirming or giving us disclosures. Letting transfers before being done and no way to get money back.,transfer,unknown,unknown,Zelle,Zelle,unknown
174,"A representative from Bank of America said that they would accept a check to avoid overdraft fees, but then placed a hold on the funds in order to maximize fees.",deposit,checking,checking,Bank of America,branch,incoming
173,"Company has misled consumer, and billed less than XXXX XXXX violating FCRA from a XXXX purchase on a revolving account",purchase,credit_card,none,unknown,card_not_present,outgoing
176,"my checking account was close by us back in XX/XX/2024, but they didnt mail a check to me for my account balance, I call them 3 month, they reply nothing",other,checking,none,unknown,unknown,unknown
175,"I made all payments charge long ago, yet the company states I owed {$20.00} which in turn became {$340.00}. I was sent no information regarding that I had owed any more than I already paid and was charged fees for a bill that was fabricated by XXXX XXXX XXXX.",payment,checking,unknown,XXXX XXXX XXXX,online,outgoing
178,"what account is this for and why you running my credit. Name of XXXX and the amount and age of debt. 

American Express keeping running my credit.",unknown,credit_card,unknown,American Express,unknown,unknown
177,Over draft fees. I was advised they could be waived as a courtesy due to employment situation. I have a financial hardship with {$230.00} of fees on a balance if {$320.00}. Im a long time customer with Wells Fargo and they always say theres nothing they could do,fee,checking,none,Wells Fargo,unknown,outgoing
180,"It is truly absurd to witness late payments reflected on my account, as I have consistently paid this account on time without any instances of being late. I strongly request that you update my account to accurately reflect my payment history.",payment,credit_card,none,unknown,unknown,outgoing
179,See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.,unknown,unknown,none,unknown,unknown,unknown
181,I have disputed this account and have reached out to the company/creditors MANY times but failed. This account is being reported inaccurately and incorrectly on my credit report.,unknown,unknown,none,unknown,unknown,unknown
182,I would like to find a complaint against cash app ( block inc. ) Due to the fact of inadequate customer service. Which to my knowledge is illegal. Therefore they are violating the law of customer financial protection act,other,cash,none,Cash App,other,unknown
184,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,none,unknown,unknown,unknown
185,can td explain why i get this document from XXXX about frauding? who is frauding?,unknown,unknown,none,XXXX,unknown,unknown
186,on XX/XX/year> there was a fraudulent credit card taking out using my personal information for the amount of {$1600.00} i have filed and ftc report and have contacted the police,debit,credit_card,unknown,unknown,card_not_present,outgoing
183,Mortgage Loan processor noted as follows by NMLS Number will not credit our payments for payment due XX/XX/2018. They are not providing a monthly statement electronically or by mail as we requested and discussed by phone. XXXX : XXXX,payment,checking,loan,Mortgage Loan processor,online,outgoing
187,I tried to close my HELOC in XX/XX/XXXX. I have still not received my lien release from Bank of America. They say I owe them {$13.00} fee for lien release. On XX/XX/XXXX they debited my checking acct. with them for {$13.00}. Acct. ending in XXXX.,fee,checking,none,Bank of America,online,outgoing
189,There is a Bank of America credit card ( closed ) showing up on my credit report which is not my account. This account belongs to someone else and it shows be removed from my credit file.,unknown,credit_card,none,Bank of America,unknown,unknown
188,I XXXX XXXX and spouse suppose to got a stimulus check through the card we check the government web and they deposited the Funds on XX/XX/2020 we never received a thing,deposit,unknown,unknown,government,unknown,incoming
190,i sent out a debt validation letter to this company and they sent me a bill statement rather than proper validation of debt. this is not my debt i wish they would remove it from my credit report.,other,unknown,none,unknown,other,outgoing
191,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,unknown,unknown,unknown,unknown
192,Unable to obtain balance or transaction information.,unknown,unknown,none,unknown,unknown,unknown
193,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",payment,credit_card,none,unknown,online,outgoing
195,On XXXX  XXXX XXXX. My chime credit card was charged at XXXX trip and I started a dispute with XXXX also chime but chime denied my dispute and XXXX couldn't do anything.,purchase,credit_card,unknown,XXXX trip,card_not_present,outgoing
